stop_id,stop_lon,stop_lat
10,-78.93895,43.89754400000001
100,-78.961715,43.87593224
1000,-78.855412,43.87268331
1001,-78.856489,43.87529628
1002,-78.858799,43.875507
1003,-78.862502,43.874698
101,-78.96314599999998,43.878431
1014,-78.863301,43.87443
1015,-78.86054799999998,43.875032
1016,-78.857982,43.875586
1017,-78.85656,43.87507063000001
1018,-78.855636,43.87281378
1019,-78.854967,43.871258
102,-78.965224,43.879593
1020,-78.84718,43.87253
1023,-78.841181,43.872059
1024,-78.8386,43.870666
1025,-78.835431,43.86897900000001
1027,-78.82959099999998,43.863287
1029,-78.836721,43.861379
103,-78.966408,43.881326
1030,-78.83846,43.86425
1032,-78.84441,43.86300700000001
1033,-78.84781779532226,43.86144322995122
104,-78.9673866,43.8836627
1052,-78.899322,43.867405
1053,-78.8787787,43.8748675
1055,-78.864296,43.878406
1056,-78.860118,43.879381
1057,-78.856285,43.880241
1058,-78.853414,43.880885
1059,-78.8499396,43.8816337
106,-78.969264,43.888336
1066,-78.819826,43.888433
1067,-78.813063,43.889648
1068,-78.810582,43.88767
1069,-78.8095866,43.88659650000001
107,-78.97109399999998,43.89000200000001
1070,-78.806985,43.886499
1071,-78.80497908,43.88752003
108,-78.97463999999998,43.889791
1080,-78.820015,43.888469
1083,-78.83223599999998,43.885798
1084,-78.83441,43.885282
1088,-78.85046,43.881681
1089,-78.855267,43.880638
1090,-78.86027799999998,43.8794327
1091,-78.864334,43.878553
1096,-78.845479,43.874477
1097,-78.84909,43.8764
11,-78.939531,43.898916
110,-78.965943,43.894933
1101,-78.807633,43.878222
1118,-78.83069399999998,43.884732
1119,-78.829233,43.881319
1120,-78.8286811,43.8799536
1132,-78.869767,43.887357
1133,-78.81421,43.90656
1134,-78.818826,43.906087
1135,-78.821771,43.905816
1136,-78.827635,43.90592800000001
1137,-78.829896,43.90541000000001
1138,-78.834293,43.905084
1139,-78.835475,43.907681
114,-78.966829,43.896118
1140,-78.836021,43.908962
1141,-78.837306,43.91195900000001
1142,-78.839598,43.917231
1143,-78.84678599999998,43.933475
1144,-78.847728,43.935668
1145,-78.83798,43.91292
1146,-78.836235,43.90900100000001
1147,-78.835614,43.907603
1148,-78.83438599999998,43.904711
1149,-78.833634,43.90330500000001
115,-78.969667,43.898544
1150,-78.83266999999998,43.901176
1151,-78.831854,43.899357
1152,-78.830782,43.896955
1153,-78.830938,43.89775
1154,-78.831838,43.899752
1155,-78.833706,43.90378813
1156,-78.835009,43.90424800000001
1157,-78.837534,43.90426723
1158,-78.84238999999998,43.90453
1159,-78.844005,43.904135
116,-78.970374,43.900852
1160,-78.847111,43.90335675
1161,-78.84988199999998,43.902664
1162,-78.85265699999998,43.901254
1163,-78.855176,43.900548
1164,-78.86069,43.899252
1165,-78.8638232,43.89857640000001
1166,-78.86599339999998,43.8980427
1167,-78.8700233,43.8971812
1169,-78.87463099999998,43.896215
117,-78.9716001,43.9031059
1171,-78.878156,43.895268
1172,-78.884232,43.89388328
1173,-78.888154,43.892156
1174,-78.894721,43.89066900000001
1175,-78.8920772,43.8910876
1176,-78.88811099999998,43.891958
1177,-78.88199,43.89334800000001
1178,-78.8787275,43.89406180000001
118,-78.973335,43.907044
1181,-78.872558,43.895479
1183,-78.868644,43.896359
1185,-78.860061,43.898339
1186,-78.856595,43.899141
1187,-78.853177,43.89992500000001
1188,-78.848573,43.901002
1189,-78.846174,43.901543
119,-78.9766051,43.9105664
1190,-78.843385,43.902215
1192,-78.839804,43.903023
1193,-78.837145,43.90361
1194,-78.834637,43.904153
1195,-78.828657,43.905525
1196,-78.82687,43.905856
1197,-78.823016,43.90560521
1198,-78.820278,43.905817
1199,-78.816804,43.90612500000001
12,-78.940766,43.901464
1200,-78.813775,43.906406
