stop_id,stop_lon,stop_lat
1988,-79.336684,43.722
1989,-79.427505,43.63907
1990,-79.432941,43.7565
1991,-79.432411,43.641387
1992,-79.322721,43.775084
1993,-79.204624,43.817377
1995,-79.530724,43.700443
1996,-79.193129,43.785523
1997,-79.302602,43.767101
1998,-79.401773,43.782881
2000,-79.45155,43.700622
2001,-79.28354,43.828963
2002,-79.490042,43.670196
2003,-79.485361,43.701453
2005,-79.370053,43.669711
2007,-79.218183,43.799907
2008,-79.311847,43.763108
2009,-79.55828,43.721595
2010,-79.334094,43.811175
2011,-79.468754,43.719708
2012,-79.344311,43.709226
2013,-79.394948,43.707504
2014,-79.523517,43.761282
2015,-79.463528,43.718709
2016,-79.36558,43.701662
2017,-79.22806,43.798171
2018,-79.440154,43.726863
2019,-79.290614,43.788865
2020,-79.510466,43.777721
2022,-79.489133,43.660487
2023,-79.408038,43.783495
2024,-79.493585,43.762721
2025,-79.366312,43.782001
2026,-79.446508,43.773356
2027,-79.369755,43.712455
2028,-79.574378,43.72804
2029,-79.163145,43.765644
2030,-79.566618,43.680803
2031,-79.454991,43.716083
2032,-79.396742,43.674804
2034,-79.397336,43.803431
2035,-79.375492,43.798759
2036,-79.32345,43.683211
2037,-79.410537,43.663726
2038,-79.466643,43.768709
2039,-79.40483,43.649099
2040,-79.358928,43.734605
2041,-79.224085,43.804149
2042,-79.419973,43.702095
2043,-79.393497,43.663704
2045,-79.513913,43.653388
2046,-79.33227,43.817679
2047,-79.327394,43.726526
2048,-79.61503,43.731957
2049,-79.579129,43.73536
2051,-79.266076,43.754112
2052,-79.528493,43.615379
2053,-79.480213,43.650327
2054,-79.269114,43.762513
2055,-79.288739,43.691046
2056,-79.347225,43.75526
2057,-79.329915,43.765137
2058,-79.258639,43.752704
2059,-79.244502,43.720304
2061,-79.608085,43.701024
2062,-79.233194,43.78833
2063,-79.471206,43.707357
2066,-79.395939,43.698505
2067,-79.587564,43.743183
2068,-79.494017,43.605546
2069,-79.346257,43.703125
2070,-79.354074,43.684395
2071,-79.451073,43.665587
2072,-79.535765,43.739757
2073,-79.443655,43.709079
2074,-79.301168,43.734485
2075,-79.449628,43.707818
2076,-79.392374,43.785158
2077,-79.557511,43.617687
2078,-79.37982,43.653972
2079,-79.432314,43.66057
2080,-79.35434,43.730186
2081,-79.302772,43.707535
2082,-79.367322,43.712965
2084,-79.54357,43.770762
2085,-79.34947,43.685303
2086,-79.369676,43.645428
2087,-79.39735,43.802916
2088,-79.323609,43.811731
2089,-79.391531,43.757546
2090,-79.353964,43.790161
2091,-79.432022,43.729521
2092,-79.462802,43.695175
2093,-79.579926,43.711129
2094,-79.592962,43.759309
2095,-79.392075,43.75865
2096,-79.255226,43.785732
2098,-79.572504,43.652618
2099,-79.412507,43.668194
2100,-79.327554,43.698063
2101,-79.609365,43.738081
2102,-79.356975,43.799662
2103,-79.335422,43.723631
2105,-79.403558,43.772926
2106,-79.251323,43.836078
2107,-79.329793,43.789331
2108,-79.46096,43.705401
2109,-79.583501,43.746663
2110,-79.519814,43.705729
2111,-79.562484,43.723439
2112,-79.628933,43.747999
2113,-79.39772,43.728996
2114,-79.539555,43.651133
2116,-79.280968,43.790915
2117,-79.39766,43.704031
2118,-79.36191,43.650318
2120,-79.487242,43.7051
2121,-79.489769,43.662041
2122,-79.356887,43.674192
2123,-79.387123,43.700441
2124,-79.445359,43.7235
2126,-79.406957,43.74429
2127,-79.309034,43.663365
2128,-79.445589,43.783511
2129,-79.526787,43.621363
2130,-79.328534,43.695696
2131,-79.213303,43.791116
2132,-79.588989,43.715782
2133,-79.447447,43.79187
2134,-79.263728,43.824777
2135,-79.330067,43.676224
2136,-79.411183,43.737438
2137,-79.306772,43.748385
2138,-79.542123,43.657086
2139,-79.318675,43.69966
2140,-79.31254,43.764963
2141,-79.376934,43.710932
2142,-79.546361,43.604007
2143,-79.252608,43.828095
2144,-79.347104,43.775771
2146,-79.302328,43.79078
2147,-79.414575,43.776514
2148,-79.51211,43.612947
2150,-79.272691,43.773126
2151,-79.479365,43.665481
2153,-79.141305,43.778635
2154,-79.312314,43.705873
2155,-79.545796,43.61153
2156,-79.294015,43.818293
2157,-79.432986,43.787995
2158,-79.23561,43.757514
2159,-79.428276,43.712484
2160,-79.240146,43.795761
2162,-79.415821,43.654902
2163,-79.133348,43.784664
2164,-79.352262,43.754889
2165,-79.308823,43.686511
2166,-79.335749,43.772955
2168,-79.336562,43.71453
2169,-79.467348,43.691865
2170,-79.282142,43.797383
2171,-79.417808,43.78997
2172,-79.429628,43.670351
2173,-79.446245,43.685463
2174,-79.296931,43.725616
2175,-79.431457,43.784461
2176,-79.232672,43.81063
2177,-79.302117,43.737276
2178,-79.474256,43.678973
2179,-79.287936,43.783126
2180,-79.48212,43.726047
2181,-79.531934,43.703313
2182,-79.512914,43.751706
2183,-79.611243,43.756198
2184,-79.238017,43.738578
2185,-79.387813,43.654919
2187,-79.44514,43.792709
2188,-79.419824,43.686625
2189,-79.356653,43.738194
2190,-79.146963,43.799271
2191,-79.296911,43.710775
2192,-79.567999,43.748941
2193,-79.375273,43.674873
2195,-79.3466,43.756053
2196,-79.562725,43.731745
2197,-79.620088,43.754005
2198,-79.327015,43.830155
2199,-79.402385,43.725286
2201,-79.246965,43.719753
2202,-79.357581,43.740964
2203,-79.467457,43.681721
2204,-79.275633,43.749508
2206,-79.631147,43.695107
2207,-79.21541,43.807377
2209,-79.502634,43.670712
2211,-79.300051,43.683794
2212,-79.303202,43.683235
2213,-79.307742,43.673794
2214,-79.551717,43.708432
2215,-79.447901,43.643538
2217,-79.423089,43.760422
2218,-79.50065,43.691276
2219,-79.26781,43.810168
2220,-79.559785,43.666823
2222,-79.483727,43.697844
2223,-79.360192,43.726749
2224,-79.208297,43.803485
2225,-79.475022,43.636704
2228,-79.300684,43.69475
2229,-79.487855,43.670686
2230,-79.410029,43.788556
2232,-79.28121,43.748099
2234,-79.253297,43.748774
2235,-79.497169,43.704339
2236,-79.285171,43.748713
2238,-79.325203,43.703778
2239,-79.540696,43.689316
2240,-79.259231,43.828583
2241,-79.442107,43.637034
2242,-79.533052,43.680945
2243,-79.328632,43.659362
2244,-79.306145,43.714263
2245,-79.401702,43.752549
2246,-79.387913,43.7936
2247,-79.221093,43.805399
2248,-79.418302,43.740481
2249,-79.442538,43.705648
2250,-79.517629,43.757727
2251,-79.276145,43.771549
2252,-79.539091,43.637002
2253,-79.389067,43.746927
2254,-79.23748,43.820436
2255,-79.402355,43.662955
2256,-79.238096,43.757245
2257,-79.348949,43.689497
2258,-79.291175,43.710092
2259,-79.354884,43.75777
2260,-79.288796,43.704685
2262,-79.557978,43.666336
2264,-79.577194,43.690031
2265,-79.4055,43.724505
2266,-79.493292,43.771671
2267,-79.536203,43.650712
2268,-79.437922,43.685432
2269,-79.510855,43.720358
2270,-79.346994,43.761635
2271,-79.154905,43.786494
2272,-79.456794,43.680034
2274,-79.4238,43.658579
2275,-79.469903,43.691365
2276,-79.526518,43.621127
2277,-79.32242,43.773567
2278,-79.539209,43.67994
2279,-79.515133,43.658997
2280,-79.320049,43.69577
2281,-79.205156,43.782798
2283,-79.372891,43.764788
2284,-79.234194,43.753661
2285,-79.531451,43.772864
2286,-79.421983,43.793262
2287,-79.579936,43.651448
2288,-79.259733,43.814349
2289,-79.536343,43.650582
2291,-79.289249,43.706253
2292,-79.501364,43.620848
2293,-79.335437,43.662018
2295,-79.465101,43.653658
2298,-79.202967,43.815917
2302,-79.317551,43.762734
2303,-79.422884,43.75877
2304,-79.424705,43.797152
2305,-79.265477,43.733029
2307,-79.418877,43.702077
2308,-79.320661,43.806495
2309,-79.582681,43.743323
2310,-79.39135,43.757312
2312,-79.495444,43.730837
2313,-79.324715,43.694897
2314,-79.537535,43.73191
2315,-79.47437,43.681783
2316,-79.370302,43.751639
2317,-79.358184,43.760844
2318,-79.453794,43.660032
2319,-79.318293,43.691885
2320,-79.597251,43.748484
2322,-79.301592,43.723885
2323,-79.603557,43.686016
